IPK, Pengetahuan di bidang atau disiplin ilmu anda                                         (rendah)1-5(tinggi),Pengetahuan di luar bidang atau disiplin ilmu anda        (rendah)1-5(tinggi),Pengetahuan umum                  (rendah)1-5(tinggi),Ketrampilan internet                          (rendah)1-5(tinggi),Ketrampilan komputer                          (rendah)1-5(tinggi),Ketrampilan                    Sistem Keamanan Komputer (rendah)1-5(tinggi),Ketrampilan                    Jaringan Komputer (rendah)1-5(tinggi),Ketrampilan Program Aplikasi WEB                    (rendah)1-5(tinggi),Ketrampilan Program Aplikasi Multimedia                     (rendah)1-5(tinggi),Ketrampilan Program Aplikasi Android                          (rendah)1-5(tinggi),Ketrampilan Program Aplikasi Database                          (rendah)1-5(tinggi),Berpikir kritis                          (rendah)1-5(tinggi),Bahasa Inggris                       (rendah)1-5(tinggi) ,Ketrampilan riset                            (rendah)1-5(tinggi),Kemampuan berkomunikasi                (rendah)1-5(tinggi),Kemampuan Bekerja di bawah tekanan                              (rendah)1-5(tinggi),Manajemen waktu                    (rendah)1-5(tinggi) ,Bekerja secara mandiri                       (rendah)1-5(tinggi)    ,Bekerja dalam tim/bekerjasama dengan orang lain                   (rendah)1-5(tinggi),Kemampuan dalam memecahkan masalah                           (rendah)1-5(tinggi)   ,Kemampuan analisis          (rendah)1-5(tinggi) ,Toleransi                             (rendah)1-5(tinggi),Kemampuan adaptasi                         (rendah)1-5(tinggi),Loyalitas                             (rendah)1-5(tinggi),Integritas f                          (rendah)1-5(tinggi),Kepemimpinan                             (rendah)1-5(tinggi),Kemampuan dalam memegang tanggungjawab                        (rendah)1-5(tinggi),Inisiatif                          (rendah)1-5(tinggi),Kemampuan untuk memresentasikan ide/produk/laporan              (rendah)1-5(tinggi) ,"Kemampuan dalam menulis laporan, memo dan dokumen                    (rendah)1-5(tinggi)",Posisi Pekerjaan
3.45,5,5,5,5,5,3,3,3,3,3,3,5,5,3,5,5,5,5,5,4,3,5,5,5,5,3,5,5,5,5,Sales 
2.61,5,5,5,5,5,3,3,4,3,3,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Digital Marketing
3.62,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.03,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
2.77,5,5,5,5,5,4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,Guru TIK
2.66,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.39,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
2.87,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.02,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
3.4,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.14,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
3.11,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
3.23,5,5,5,5,5,3,3,3,3,4,5,4,5,4,5,5,5,5,4,5,3,5,5,5,5,3,5,5,5,5,Customer Service
3.61,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.06,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
3.27,5,5,5,5,5,3,3,3,3,4,5,4,5,4,5,5,5,5,4,5,3,5,5,5,5,3,5,5,5,5,Customer Service
2.84,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.02,5,5,5,5,5,3,3,4,3,3,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Digital Marketing
3.01,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.18,4,5,5,5,5,3,3,5,5,3,4,5,5,5,5,3,5,5,5,5,4,5,5,5,5,3,5,5,4,3,Web Programmer
2.56,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.55,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
2.78,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.08,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.46,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
3.37,4,4,4,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,3,5,5,4,5,Agent Monitoring ATM
3.8,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.75,5,5,5,5,5,2,2,3,3,2,3,4,5,4,5,5,5,5,4,4,4,5,5,5,5,3,5,5,5,5,Recepsionist
2.81,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.86,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.04,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
2.48,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.06,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
3.04,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
2.94,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
3.32,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.18,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
2.76,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.01,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
3.73,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.47,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
2.93,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
3.35,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.01,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
2.91,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
2.34,4,4,4,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,3,5,5,4,5,Agent Monitoring ATM
2.77,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
3.03,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.69,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
2.54,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
2.62,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.99,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
3.08,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MIS Director
2.72,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
3.25,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
3.08,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.01,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
2.88,4,4,5,5,5,4,5,3,3,3,3,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,Staff IT Network
2.73,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
3.05,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.11,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.93,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
2.97,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
3.07,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.72,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
3.06,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
3.09,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
3.09,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
2.74,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
3.47,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.84,4,4,5,5,5,4,5,3,3,3,3,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,Staff IT Network
3.51,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
3.03,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.05,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
2.94,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.66,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.09,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
3.17,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
3.15,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.37,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.56,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.1,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.13,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.03,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.75,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.0,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.81,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.01,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MIS Director
3.26,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
3.18,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
3.01,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
2.87,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
3.18,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.01,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
2.92,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.82,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
2.94,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
3.42,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.03,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
3.32,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.02,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.05,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
3.5,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.02,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.2,5,5,5,5,5,4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,Guru TIK
3.02,5,5,5,5,5,3,3,4,3,3,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Digital Marketing
3.8,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.3,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
3.52,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
3.49,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.12,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.11,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
3.61,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
2.94,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
2.91,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.03,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
2.69,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
2.54,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.01,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.13,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.61,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
3.45,5,5,5,5,5,3,3,3,3,3,3,5,5,3,5,5,5,5,5,4,3,5,5,5,5,3,5,5,5,5,Sales 
2.42,5,5,5,5,5,3,3,3,3,3,3,5,5,3,5,5,5,5,5,4,3,5,5,5,5,3,5,5,5,5,Sales 
2.63,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
2.48,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
3.05,5,5,5,5,5,3,3,4,3,3,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Digital Marketing
3.24,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
2.73,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
3.62,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.43,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.8,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.76,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
2.69,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.04,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
2.8,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
3.05,5,5,5,5,5,3,3,4,3,3,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Digital Marketing
3.05,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
2.82,4,4,4,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,3,5,5,4,5,Agent Monitoring ATM
3.26,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.78,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.12,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
2.86,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.04,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
2.78,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
2.82,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.83,4,5,5,5,5,3,3,5,5,3,4,5,5,5,5,3,5,5,5,5,4,5,5,5,5,3,5,5,4,3,Web Programmer
3.1,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
2.86,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.51,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.04,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.38,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.13,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
3.73,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MIS Director
3.01,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.91,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.17,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.49,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.72,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MIS Director
3.2,4,4,5,5,5,4,5,3,3,3,3,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,Staff IT Network
3.26,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.06,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
2.83,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.05,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
3.05,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
3.38,4,4,4,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,3,5,5,4,5,Agent Monitoring ATM
3.04,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
2.77,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.39,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.63,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.14,5,5,5,5,5,3,3,4,3,3,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Digital Marketing
3.03,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
2.76,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.59,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.32,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
3.51,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.95,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.43,4,5,5,5,5,3,3,5,5,3,4,5,5,5,5,3,5,5,5,5,4,5,5,5,5,3,5,5,4,3,Web Programmer
3.05,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.25,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.16,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
2.66,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
3.32,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.01,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.18,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.71,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
